C10049053	http://appstore.huawei.com:80/app/C10049053	华为商城	\http://appimg.hicloud.com/hwmarket/files/application/icon144/bf07a0dfeb2643c6810ac564973e8c00.png	【华为商城客户端 我的掌上购机神器】  预约抢购华为、荣耀新品，华为官方商城，值得信赖！HUAWEI P9、荣耀V8、荣耀畅玩5X、HUAWEI Mate8、荣耀7等众多热门手机及丰富的配件，每月促销活动不断，红包疯狂送，抽奖玩不停！  1、掌上购机神器 每周三移动端专场，手机抢购更便捷； 闹钟提醒，手机抢购不再错过；<b	C10085602:花粉俱乐部,C10168550:亲情关怀,C10217244:华为钱包,C10055832:华为文件管理,C10397175:天际通,C10067631:华为手机服务,C10207207:华为云服务,C66323:华为备份,C10260737:华为学习,C10414141:运动健康,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C5373	http://appstore.huawei.com:80/app/C5373	支付宝	\http://appimg.hicloud.com/hwmarket/files/application/icon144/e53c849de43b45d89b1cd061c879f726.png	高德地图---中国专业的手机地图，超过5亿用户正在使用！高德地图拥有全面精准的地点信息，特色语音导航、智能路线规划；省流量、耗电低、空间占用小、体验流畅，是您贴心的生活助手！   智能路线规划 -语音搜索轻松查询路线，出行再无忧 -超强公交规划能力，优质路线唾手可得 -步行规划再升级，室内室外全程规划直达目的地  精	C5206:美团团购,C34075:手机淘宝,C21976:UC浏览器,C10069955:千牛,C9136:唯品会,C136900:掌上生活,C20252:京东,C10099655:铁路12306,C2543:QQ同步助手,C10220136:QQ音乐,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10148748:大智慧,C10243018:中国工商银行,C10158625:钱包,
C20911	http://appstore.huawei.com:80/app/C20911	高德地图	\http://appimg.hicloud.com/hwmarket/files/application/icon144/6c423c6d170d4d7081b7a70480100321.png	眯客特价酒店是一款提供各类酒店、宾馆、公寓、客栈等住宿产品预订的服务类软件，与同类酒店预订产品相比，一方面TA拥有海量精选特价酒店，另一方面，TA省却了中间平台二次预订的过程，用户和酒店直接产生订单交易，百分百保证用户所订酒店可以入住，预定酒店精确到楼层房间，房内设施、房间评价一目了然。  主要功能 【特价酒店预订】  - 1元	C3403:高德导航,C9913:凯立德导航,C2212:腾讯地图,C10454638:优步车主端,C60394:地图,C10309974:滴滴专车司机端,C10197265:滴滴打车司机端,C10099655:铁路12306,C3382:百度地图,C87412:智行火车票1230…,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C32569	http://appstore.huawei.com:80/app/C32569	优酷	\http://appimg.hicloud.com/hwmarket/files/application/icon144/82d98fc6e2354b68b8406f7dd9b1c3ae.png	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	C5206:美团团购,C9136:唯品会,C21976:UC浏览器,C29156:腾讯视频,C20960:搜狐视频,C53424:土豆视频,C10132452:芒果TV,C10220136:QQ音乐,C3466:酷狗音乐,C5326:乐视视频,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C32569:优酷,C20960:搜狐视频,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C10055832	http://appstore.huawei.com:80/app/C10055832	华为文件管理	\http://appimg.hicloud.com/hwmarket/files/application/icon144/9048a4cef2d548e1af79f130a3ac57c8.png	【软件介绍】  【华为文件管理】是华为公司为用户精心打造的一款好用、易用的资源管理共享类应用软件。体贴的分类让您可以快速找到图片、音频、文档、视频、压缩包等文件，不再纠结于N级的文件目录。 【华为文件管理】支持中文、英文、法语、西班牙语、俄语、日语、韩语等42国语言，适配华为手机安卓系统4.0及以上。  【功能特色】  1.支持	C10132067:华为帐号,C10067631:华为手机服务,C10200687:视频,C10060708:华为支付,C66323:华为备份,C10168550:亲情关怀,C40066:文件管理器,C10207207:华为云服务,C10021449:音乐,C10360236:华为视频,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C34075	http://appstore.huawei.com:80/app/C34075	手机淘宝	\http://appimg.hicloud.com/hwmarket/files/application/icon144/e6bf2eaa5fde462a8274e22ee10bd7d7.png	随时随地发现新鲜事！微博带你欣赏世界上每一个精彩瞬间，了解每一个幕后故事。分享你想表达的，让全世界都能听到你的心声。 在微博： -你能看到最新，最全面的资讯内容。无论是官方发布的新闻还是草根爆料的八卦。 -第一时间了解关注人的最新动态，无论是体育、电影、财经、还是吃喝玩乐。 -想说点啥？发送文字、照片、视频，随心所欲地创作，轻松自在地	C5373:支付宝,C5206:美团团购,C57804:天猫,C21976:UC浏览器,C20252:京东,C7166:微博,C10397414:QQ空间,C10220136:QQ音乐,C32569:优酷,C31852:蘑菇街,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10132067	http://appstore.huawei.com:80/app/C10132067	华为帐号	\http://appimg.hicloud.com/hwmarket/files/application/icon144/29e122ffa038400a858c67606dab941a.png	使用华为帐号登录后，您将可以使用这台设备的华为云服务、应用市场、华为商城、花粉俱乐部、游戏中心（包含下载的游戏）、手机服务、钱包及更多服务。你可以在以上应用中登录或者退出。 如需管理华为帐号或更新个人信息，EMUI3.0及以上手机可通过云服务、主题、音乐等应用，在我的界面点击头像进入帐号中心进行管理；EMUI4.0及以上手机 还可通过 设置->华	C10067631:华为手机服务,C10055832:华为文件管理,C10060708:华为支付,C10200687:视频,C10168550:亲情关怀,C10207207:华为云服务,C66323:华为备份,C10217244:华为钱包,C27162:华为应用市场,C10021449:音乐,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C3382	http://appstore.huawei.com:80/app/C3382	百度地图	\http://appimg.hicloud.com/hwmarket/files/application/icon144/e2f14fdf31444180807dc8bbc948f139.png	简尚:【Wi-Fi】门店内提供免加密的网络，让空余时间丰富起来！ 【魔术手】总有一双手，帮你实现公主美梦。 【百万案例】百万网友倾心分享的美容美发经历，供您参考！ 【摇一摇】海量优惠劵，涵盖生活方方面面的优惠。 【提前预约】提前预约，时间由您掌控。 【时间杀手】时下流行的小游戏，帮您打发漫长时间。 【经验分享】美容美发干货分享，	C60394:地图,C2212:腾讯地图,C10099655:铁路12306,C5206:美团团购,C3403:高德导航,C2543:QQ同步助手,C2861:同花顺,C57236:今日头条,C10454638:优步车主端,C20911:高德地图,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10067631	http://appstore.huawei.com:80/app/C10067631	华为手机服务	\http://appimg.hicloud.com/hwmarket/files/application/icon144/afb690dc65354961a7bf2a55698bbe2a.png	产品简介： 一点停是一款为车主提供便捷停车服务的APP，用户可以通过一点停APP享受不取卡即可进出停车场的VIP体验，实现真正的智能化停车，智慧化生活。  功能特色： 【找停车场】查停车场剩余车位信息，一个字“准”； 【缴停车费】微信、支付宝钱包支付，一个字“快”； 【查停车记录】轻轻松松停车，明明白白消费，一个字“信”。	C10132067:华为帐号,C10055832:华为文件管理,C10200687:视频,C10168550:亲情关怀,C66323:华为备份,C10060708:华为支付,C10207207:华为云服务,C10085602:花粉俱乐部,C10021449:音乐,C27162:华为应用市场,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C7166	http://appstore.huawei.com:80/app/C7166	微博	\http://appimg.hicloud.com/hwmarket/files/application/icon144/894988b32b2e491aadf63717ee8c1791.png	UC浏览器:全新UC，遇见所爱，5亿用户共同选择；千家媒体入驻，资讯更丰富，内容更全面。   【个性化阅读】读懂你的兴趣，给你最想看的内容  【头条新闻】各种资讯刷不完，满屏都是你喜欢  【免费小说】热搜经典全都有，书评话题找同好  【海量视频】美剧韩剧都可追，大片综艺看不停  【个性装扮】拒绝一成不变，自定义皮肤壁纸，就要张扬我的个性 <	C10084137:新浪微博4G版,C6056298:VSCO Cam™,C10159988:in,C19185:百度贴吧,C10204517:MIX,C10318669:PicsArt,C10125085:哔哩哔哩动画,C10047082:知乎,C10168892:网易云音乐,C10397414:QQ空间,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C10405418:QQ邮箱,
