C3466	http://appstore.huawei.com:80/app/C3466	酷狗音乐	\http://appimg.hicloud.com/hwmarket/files/application/icon144/63932f75fde14f99bdd2c0208cf01be1.png	【酷狗8.0全新上线】 在过去的1572万秒，我们每一秒的努力造就了酷狗音乐8.0。她蜕下了旧装，换上了新颜，带着全新的操作体验、专业的音效品质、新颖的音乐社交，再次焕然一新地来到了你的面前。始终不变的，只有音乐，和初心。  【听】 1、全新界面，让体验焕然一新 2、新增酷群，边听音乐边聊天 3、更多蝰蛇音效，让音乐震撼全	C21976:UC浏览器,C5206:美团团购,C9136:唯品会,C29156:腾讯视频,C5373:支付宝,C32569:优酷,C10134672:开心消消乐,C10220136:QQ音乐,C2002:爱奇艺,C34075:手机淘宝,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C7166	http://appstore.huawei.com:80/app/C7166	微博	\http://appimg.hicloud.com/hwmarket/files/application/icon144/465556a7618f446cb517e6876ef64ed9.png	随时随地发现新鲜事！微博带你欣赏世界上每一个精彩瞬间，了解每一个幕后故事。分享你想表达的，让全世界都能听到你的心声。 在微博： -你能看到最新，最全面的资讯内容。无论是官方发布的新闻还是草根爆料的八卦。 -第一时间了解关注人的最新动态，无论是体育、电影、财经、还是吃喝玩乐。 -想说点啥？发送文字、照片、视频，随心所欲地创作，轻松自在地	C10084137:新浪微博4G版,C6056298:VSCO Cam™,C10159988:in,C19185:百度贴吧,C10204517:MIX,C10047082:知乎,C10318669:PicsArt,C10125085:哔哩哔哩动画,C10397414:QQ空间,C10168892:网易云音乐,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C10405418:QQ邮箱,
C2002	http://appstore.huawei.com:80/app/C2002	爱奇艺	\http://appimg.hicloud.com/hwmarket/files/application/icon144/13e30fc1dcbf47f6a118c7f91a49c91c.png	爱奇艺:《奔跑吧兄弟4》首播 - 每周五与你相约！  【最好的内容，给最好的你】 《奔跑吧兄弟4》首播：每周五与你相约跑出趣 《余罪》独播：张一山变卧底玩无间道 《最好的我们》独播：陪你追忆逝去的青春 《那年青春我们正好》首播：为了心中的她成为最好的自己 《大学生来了》独播：管你怎么想，大学生就酱  独播欢乐汇：	C52577:爱奇艺PPS,C5206:美团团购,C32569:优酷,C9136:唯品会,C21976:UC浏览器,C29156:腾讯视频,C10220136:QQ音乐,C3466:酷狗音乐,C10132452:芒果TV,C5373:支付宝,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C27162	http://appstore.huawei.com:80/app/C27162	华为应用市场	\http://appimg.hicloud.com/hwmarket/files/application/icon144/94735fbce78b4499b7b7a95d631dbb82.png	新版本特性： 1、你能搜到电影票、话费充值、视频、电子书等更多内容了； 2、游戏提前预约，福利礼包优先享； 3、新版应用更快更及时，第一时间享受新功能； 4、增强WLAN预约下载功能，下载更快； 5、新增新奇好玩等专区推荐。  华为应用市场 --放心下，畅快玩！ 1、提供新鲜、热辣、好玩的安卓应用 	C10055832:华为文件管理,C10132067:华为帐号,C10067631:华为手机服务,C66323:华为备份,C10200687:视频,C10060708:华为支付,C10168550:亲情关怀,C10207207:华为云服务,C10021449:音乐,C10085602:花粉俱乐部,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C34075	http://appstore.huawei.com:80/app/C34075	手机淘宝	\http://appimg.hicloud.com/hwmarket/files/application/icon144/100b113e095e4b22bafa01b4b9cd8f25.png	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	C5373:支付宝,C5206:美团团购,C57804:天猫,C21976:UC浏览器,C20252:京东,C7166:微博,C10397414:QQ空间,C10220136:QQ音乐,C31852:蘑菇街,C3466:酷狗音乐,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C57236	http://appstore.huawei.com:80/app/C57236	今日头条	\http://appimg.hicloud.com/hwmarket/files/application/icon144/b19a01d502ff493d999d22d7c110cf9f.png	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	C10295678:天天快报,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C31975:墨迹天气,C40238:内涵段子,C3382:百度地图,C20960:搜狐视频,C2217:我查查,C2861:同花顺炒股,C57236:今日头条,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C5373	http://appstore.huawei.com:80/app/C5373	支付宝	\http://appimg.hicloud.com/hwmarket/files/application/icon144/5226758235414d1897c514fbf7f1f694.png	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	C5206:美团团购,C34075:手机淘宝,C21976:UC浏览器,C9136:唯品会,C10069955:千牛,C136900:掌上生活,C20252:京东,C2543:QQ同步助手,C10099655:铁路12306,C10220136:QQ音乐,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10148748:大智慧,C10243018:中国工商银行,C10158625:钱包,
C10060708	http://appstore.huawei.com:80/app/C10060708	华为支付	\http://appimg.hicloud.com/hwmarket/files/application/icon144/dc8928b9f3c044c884a5936a213e1c94.png	模拟炒股:股票新手入门必备工具，目前包括： 1、新手必知必会的股票入门基础知识——跟庄、黑马这里都有 2、易于上手的股票模拟交易系统——真实模拟股票交易环境。 3、准专业的股票行情系统 4、权威且精练的财经资讯；	C10132067:华为帐号,C10217244:华为钱包,C10055832:华为文件管理,C10067631:华为手机服务,C10168550:亲情关怀,C10200687:视频,C10085602:花粉俱乐部,C10207207:华为云服务,C66323:华为备份,C10021449:音乐,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10148748:大智慧,C10243018:中国工商银行,C10158625:钱包,
C10049053	http://appstore.huawei.com:80/app/C10049053	华为商城	\http://appimg.hicloud.com/hwmarket/files/application/icon144/bf07a0dfeb2643c6810ac564973e8c00.png	【华为商城客户端 我的掌上购机神器】  预约抢购华为、荣耀新品，华为官方商城，值得信赖！HUAWEI P9、荣耀V8、荣耀畅玩5X、HUAWEI Mate8、荣耀7等众多热门手机及丰富的配件，每月促销活动不断，红包疯狂送，抽奖玩不停！  1、掌上购机神器 每周三移动端专场，手机抢购更便捷； 闹钟提醒，手机抢购不再错过；<b	C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10132067	http://appstore.huawei.com:80/app/C10132067	华为帐号	\http://appimg.hicloud.com/hwmarket/files/application/icon144/29e122ffa038400a858c67606dab941a.png	使用华为帐号登录后，您将可以使用这台设备的华为云服务、应用市场、华为商城、花粉俱乐部、游戏中心（包含下载的游戏）、手机服务、钱包及更多服务。你可以在以上应用中登录或者退出。 如需管理华为帐号或更新个人信息，EMUI3.0及以上手机可通过云服务、主题、音乐等应用，在我的界面点击头像进入帐号中心进行管理；EMUI4.0及以上手机 还可通过 设置->华	C10067631:华为手机服务,C10055832:华为文件管理,C10060708:华为支付,C10200687:视频,C10207207:华为云服务,C10168550:亲情关怀,C66323:华为备份,C10217244:华为钱包,C10021449:音乐,C27162:华为应用市场,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
